pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	subject_good	subject_bad	source_idx	has_attractor	distance	subject_lemma
spa_0013	spa	PL	supieron precisar dónde será enterrado Saramago, si en Lanzarote o en Portugal, una cuestión que decidirán los allegados, indicaron.	PL	Los alcaldes, que han decretado tres días de luto como muestra de respeto, aprecio y reconocimiento, no	SG	El alcalde, que ha decretado tres días de luto como muestra de respeto, aprecio y reconocimiento, no	Los alcaldes, que han decretado tres días de luto como muestra de respeto, aprecio y reconocimiento, no supieron precisar dónde será enterrado Saramago, si en Lanzarote o en Portugal, una cuestión que decidirán los allegados, indicaron.	El alcalde, que ha decretado tres días de luto como muestra de respeto, aprecio y reconocimiento, no supieron precisar dónde será enterrado Saramago, si en Lanzarote o en Portugal, una cuestión que decidirán los allegados, indicaron.	alcaldes	alcalde	15	1	19	alcalde
spa_0014	spa	SG	sería penalizado con reducciones en el subsidio de desempleo.	SG	El incumplimiento de esos compromisos	PL	Los incumplimientos de esos compromisos	El incumplimiento de esos compromisos sería penalizado con reducciones en el subsidio de desempleo.	Los incumplimientos de esos compromisos sería penalizado con reducciones en el subsidio de desempleo.	incumplimiento	incumplimientos	16	1	4	incumplimiento
spa_0014	spa	PL	serían penalizados con reducciones en el subsidio de desempleo.	PL	Los incumplimientos de esos compromisos	SG	El incumplimiento de esos compromisos	Los incumplimientos de esos compromisos serían penalizados con reducciones en el subsidio de desempleo.	El incumplimiento de esos compromisos serían penalizados con reducciones en el subsidio de desempleo.	incumplimientos	incumplimiento	16	1	4	incumplimiento
spa_0015	spa	SG	puede llegar a ser de hasta 7 a 1 entre las gallinetas moteadas y otros tipos de ave como los falaropos de Wilson.	SG	Aunque el número de adultos machos y hembras puede ser igual, la relación de hembras disponibles sexualmente con respecto a los machos	PL	Aunque el número de adultos machos y hembras puede ser igual, las relaciones de hembras disponibles sexualmente con respecto a los machos	Aunque el número de adultos machos y hembras puede ser igual, la relación de hembras disponibles sexualmente con respecto a los machos puede llegar a ser de hasta 7 a 1 entre las gallinetas moteadas y otros tipos de ave como los falaropos de Wilson.	Aunque el número de adultos machos y hembras puede ser igual, las relaciones de hembras disponibles sexualmente con respecto a los machos puede llegar a ser de hasta 7 a 1 entre las gallinetas moteadas y otros tipos de ave como los falaropos de Wilson.	relación	relaciones	18	1	10	relación
spa_0015	spa	PL	pueden llegar a ser de hasta 7 a 1 entre las gallinetas moteadas y otros tipos de ave como los falaropos de Wilson.	PL	Aunque el número de adultos machos y hembras puede ser igual, las relaciones de hembras disponibles sexualmente con respecto a los machos	SG	Aunque el número de adultos machos y hembras puede ser igual, la relación de hembras disponibles sexualmente con respecto a los machos	Aunque el número de adultos machos y hembras puede ser igual, las relaciones de hembras disponibles sexualmente con respecto a los machos pueden llegar a ser de hasta 7 a 1 entre las gallinetas moteadas y otros tipos de ave como los falaropos de Wilson.	Aunque el número de adultos machos y hembras puede ser igual, la relación de hembras disponibles sexualmente con respecto a los machos pueden llegar a ser de hasta 7 a 1 entre las gallinetas moteadas y otros tipos de ave como los falaropos de Wilson.	relaciones	relación	18	1	10	relación
spa_0016	spa	SG	"está afectando a las relaciones institucionales entre los Gobiernos vasco y central, en las que únicamente ""se guardan las formas"", de lo que responsabilizó al PP."	SG	La vicelehendakari reconoció que el enfrentamiento entre nacionalistas y populares	PL	La vicelehendakari reconoció que los enfrentamientos entre nacionalistas y populares	"La vicelehendakari reconoció que el enfrentamiento entre nacionalistas y populares está afectando a las relaciones institucionales entre los Gobiernos vasco y central, en las que únicamente ""se guardan las formas"", de lo que responsabilizó al PP."	"La vicelehendakari reconoció que los enfrentamientos entre nacionalistas y populares está afectando a las relaciones institucionales entre los Gobiernos vasco y central, en las que únicamente ""se guardan las formas"", de lo que responsabilizó al PP."	enfrentamiento	enfrentamientos	19	1	5	enfrentamiento
spa_0016	spa	PL	"están afectando a las relaciones institucionales entre los Gobiernos vasco y central, en las que únicamente ""se guardan las formas"", de lo que responsabilizó al PP."	PL	La vicelehendakari reconoció que los enfrentamientos entre nacionalistas y populares	SG	La vicelehendakari reconoció que el enfrentamiento entre nacionalistas y populares	"La vicelehendakari reconoció que los enfrentamientos entre nacionalistas y populares están afectando a las relaciones institucionales entre los Gobiernos vasco y central, en las que únicamente ""se guardan las formas"", de lo que responsabilizó al PP."	"La vicelehendakari reconoció que el enfrentamiento entre nacionalistas y populares están afectando a las relaciones institucionales entre los Gobiernos vasco y central, en las que únicamente ""se guardan las formas"", de lo que responsabilizó al PP."	enfrentamientos	enfrentamiento	19	1	5	enfrentamiento
spa_0017	spa	SG	había hecho prácticamente imposible.	SG	La censura se deshacía de todas las opiniones indeseables; la participación en la vida pública se	PL	La censura se deshacía de todas las opiniones indeseables; las participaciones en la vida pública se	La censura se deshacía de todas las opiniones indeseables; la participación en la vida pública se había hecho prácticamente imposible.	La censura se deshacía de todas las opiniones indeseables; las participaciones en la vida pública se había hecho prácticamente imposible.	participación	participaciones	20	1	6	participación
spa_0017	spa	PL	habían hecho prácticamente imposibles.	PL	La censura se deshacía de todas las opiniones indeseables; las participaciones en la vida pública se	SG	La censura se deshacía de todas las opiniones indeseables; la participación en la vida pública se	La censura se deshacía de todas las opiniones indeseables; las participaciones en la vida pública se habían hecho prácticamente imposibles.	La censura se deshacía de todas las opiniones indeseables; la participación en la vida pública se habían hecho prácticamente imposibles.	participaciones	participación	20	1	6	participación
spa_0018	spa	SG	será definido mediante un arbitraje, informó la empresa Tele Centro Sul (TCS), interesada en su compra, publica hoy la prensa.	SG	El precio de venta de las acciones que el consorcio Tele Brasil Sul (TBS), liderado por Telefónica, tiene en la Compañía Riograndense de Telecomunicaciones (CRT),	PL	Los precios de venta de las acciones que el consorcio Tele Brasil Sul (TBS), liderado por Telefónica, tiene en la Compañía Riograndense de Telecomunicaciones (CRT),	El precio de venta de las acciones que el consorcio Tele Brasil Sul (TBS), liderado por Telefónica, tiene en la Compañía Riograndense de Telecomunicaciones (CRT), será definido mediante un arbitraje, informó la empresa Tele Centro Sul (TCS), interesada en su compra, publica hoy la prensa.	Los precios de venta de las acciones que el consorcio Tele Brasil Sul (TBS), liderado por Telefónica, tiene en la Compañía Riograndense de Telecomunicaciones (CRT), será definido mediante un arbitraje, informó la empresa Tele Centro Sul (TCS), interesada en su compra, publica hoy la prensa.	precio	precios	21	1	31	precio
spa_0018	spa	PL	serán definidos mediante un arbitraje, informó la empresa Tele Centro Sul (TCS), interesada en su compra, publica hoy la prensa.	PL	Los precios de venta de las acciones que el consorcio Tele Brasil Sul (TBS), liderado por Telefónica, tiene en la Compañía Riograndense de Telecomunicaciones (CRT),	SG	El precio de venta de las acciones que el consorcio Tele Brasil Sul (TBS), liderado por Telefónica, tiene en la Compañía Riograndense de Telecomunicaciones (CRT),	Los precios de venta de las acciones que el consorcio Tele Brasil Sul (TBS), liderado por Telefónica, tiene en la Compañía Riograndense de Telecomunicaciones (CRT), serán definidos mediante un arbitraje, informó la empresa Tele Centro Sul (TCS), interesada en su compra, publica hoy la prensa.	El precio de venta de las acciones que el consorcio Tele Brasil Sul (TBS), liderado por Telefónica, tiene en la Compañía Riograndense de Telecomunicaciones (CRT), serán definidos mediante un arbitraje, informó la empresa Tele Centro Sul (TCS), interesada en su compra, publica hoy la prensa.	precios	precio	21	1	31	precio
spa_0019	spa	SG	ha sido suspendida en la práctica y ninguna queja ha llegado al conocimiento de los órganos de aplicación de la ley.	SG	Durante la visita, los expertos se entrevistaron con responsables políticos que aseguraron que, tras la publicación de un decreto el pasado año, la imposición de trabajos forzosos u obligatorios	PL	Durante la visita, los expertos se entrevistaron con responsables políticos que aseguraron que, tras la publicación de un decreto el pasado año, las imposiciones de trabajos forzosos u obligatorios	Durante la visita, los expertos se entrevistaron con responsables políticos que aseguraron que, tras la publicación de un decreto el pasado año, la imposición de trabajos forzosos u obligatorios ha sido suspendida en la práctica y ninguna queja ha llegado al conocimiento de los órganos de aplicación de la ley.	Durante la visita, los expertos se entrevistaron con responsables políticos que aseguraron que, tras la publicación de un decreto el pasado año, las imposiciones de trabajos forzosos u obligatorios ha sido suspendida en la práctica y ninguna queja ha llegado al conocimiento de los órganos de aplicación de la ley.	imposición	imposiciones	22	1	6	imposición
spa_0019	spa	PL	han sido suspendidas en la práctica y ninguna queja ha llegado al conocimiento de los órganos de aplicación de la ley.	PL	Durante la visita, los expertos se entrevistaron con responsables políticos que aseguraron que, tras la publicación de un decreto el pasado año, las imposiciones de trabajos forzosos u obligatorios	SG	Durante la visita, los expertos se entrevistaron con responsables políticos que aseguraron que, tras la publicación de un decreto el pasado año, la imposición de trabajos forzosos u obligatorios	Durante la visita, los expertos se entrevistaron con responsables políticos que aseguraron que, tras la publicación de un decreto el pasado año, las imposiciones de trabajos forzosos u obligatorios han sido suspendidas en la práctica y ninguna queja ha llegado al conocimiento de los órganos de aplicación de la ley.	Durante la visita, los expertos se entrevistaron con responsables políticos que aseguraron que, tras la publicación de un decreto el pasado año, la imposición de trabajos forzosos u obligatorios han sido suspendidas en la práctica y ninguna queja ha llegado al conocimiento de los órganos de aplicación de la ley.	imposiciones	imposición	22	1	6	imposición
spa_0020	spa	SG	era entendido comúnmente como un símbolo de Dios y destino.	SG	El Ojo de la Providencia	PL	Los Ojos de la Providencia	El Ojo de la Providencia era entendido comúnmente como un símbolo de Dios y destino.	Los Ojos de la Providencia era entendido comúnmente como un símbolo de Dios y destino.	Ojo	ojos	23	1	4	ojo
spa_0020	spa	PL	eran entendidos comúnmente como símbolos de Dios y destino.	PL	Los Ojos de la Providencia	SG	El Ojo de la Providencia	Los Ojos de la Providencia eran entendidos comúnmente como símbolos de Dios y destino.	El Ojo de la Providencia eran entendidos comúnmente como símbolos de Dios y destino.	ojos	Ojo	23	1	4	ojo
spa_0021	spa	SG	será puesto en breve en libertad, confirmaron las autoridades.	SG	El francés que cruzó la pista durante la disputa del Gran Premio de Alemania de Fórmula Uno, y que obligó a los pilotos a reducir la velocidad durante dos vueltas como medida de seguridad,	PL	Los franceses que cruzaron la pista durante la disputa del Gran Premio de Alemania de Fórmula Uno, y que obligaron a los pilotos a reducir la velocidad durante dos vueltas como medida de seguridad,	El francés que cruzó la pista durante la disputa del Gran Premio de Alemania de Fórmula Uno, y que obligó a los pilotos a reducir la velocidad durante dos vueltas como medida de seguridad, será puesto en breve en libertad, confirmaron las autoridades.	Los franceses que cruzaron la pista durante la disputa del Gran Premio de Alemania de Fórmula Uno, y que obligaron a los pilotos a reducir la velocidad durante dos vueltas como medida de seguridad, será puesto en breve en libertad, confirmaron las autoridades.	francés	franceses	24	1	36	francés
spa_0021	spa	PL	serán puestos en breve en libertad, confirmaron las autoridades.	PL	Los franceses que cruzaron la pista durante la disputa del Gran Premio de Alemania de Fórmula Uno, y que obligaron a los pilotos a reducir la velocidad durante dos vueltas como medida de seguridad,	SG	El francés que cruzó la pista durante la disputa del Gran Premio de Alemania de Fórmula Uno, y que obligó a los pilotos a reducir la velocidad durante dos vueltas como medida de seguridad,	Los franceses que cruzaron la pista durante la disputa del Gran Premio de Alemania de Fórmula Uno, y que obligaron a los pilotos a reducir la velocidad durante dos vueltas como medida de seguridad, serán puestos en breve en libertad, confirmaron las autoridades.	El francés que cruzó la pista durante la disputa del Gran Premio de Alemania de Fórmula Uno, y que obligó a los pilotos a reducir la velocidad durante dos vueltas como medida de seguridad, serán puestos en breve en libertad, confirmaron las autoridades.	franceses	francés	24	1	36	francés
spa_0022	spa	SG	pueda ser utilizada como arma.	SG	Es decir, no es de recibo que el agua, como bien necesario e imprescindible,	PL	Es decir, no es de recibo que las aguas, como bienes necesarios e imprescindibles,	Es decir, no es de recibo que el agua, como bien necesario e imprescindible, pueda ser utilizada como arma.	Es decir, no es de recibo que las aguas, como bienes necesarios e imprescindibles, pueda ser utilizada como arma.	agua	aguas	25	1	8	agua
spa_0022	spa	PL	puedan ser utilizadas como armas.	PL	Es decir, no es de recibo que las aguas, como bienes necesarios e imprescindibles,	SG	Es decir, no es de recibo que el agua, como bien necesario e imprescindible,	Es decir, no es de recibo que las aguas, como bienes necesarios e imprescindibles, puedan ser utilizadas como armas.	Es decir, no es de recibo que el agua, como bien necesario e imprescindible, puedan ser utilizadas como armas.	aguas	agua	25	1	8	agua
spa_0023	spa	SG	"fue realizada por las autoridades militares y policiales en el marco de la operación ""Cali II"", que se hizo en esa ciudad y en la región suroccidental del país."	SG	La ocupación de esos bienes expropiados, entre ellos edificios, lotes urbanos, fincas, locales comerciales, oficinas y casas, entre otros,	PL	Las ocupaciones de esos bienes expropiados, entre ellos edificios, lotes urbanos, fincas, locales comerciales, oficinas y casas, entre otros,	"La ocupación de esos bienes expropiados, entre ellos edificios, lotes urbanos, fincas, locales comerciales, oficinas y casas, entre otros, fue realizada por las autoridades militares y policiales en el marco de la operación ""Cali II"", que se hizo en esa ciudad y en la región suroccidental del país."	"Las ocupaciones de esos bienes expropiados, entre ellos edificios, lotes urbanos, fincas, locales comerciales, oficinas y casas, entre otros, fue realizada por las autoridades militares y policiales en el marco de la operación ""Cali II"", que se hizo en esa ciudad y en la región suroccidental del país."	ocupación	ocupaciones	26	1	25	ocupación
spa_0023	spa	PL	"fueron realizadas por las autoridades militares y policiales en el marco de la operación ""Cali II"", que se hizo en esa ciudad y en la región suroccidental del país."	PL	Las ocupaciones de esos bienes expropiados, entre ellos edificios, lotes urbanos, fincas, locales comerciales, oficinas y casas, entre otros,	SG	La ocupación de esos bienes expropiados, entre ellos edificios, lotes urbanos, fincas, locales comerciales, oficinas y casas, entre otros,	"Las ocupaciones de esos bienes expropiados, entre ellos edificios, lotes urbanos, fincas, locales comerciales, oficinas y casas, entre otros, fueron realizadas por las autoridades militares y policiales en el marco de la operación ""Cali II"", que se hizo en esa ciudad y en la región suroccidental del país."	"La ocupación de esos bienes expropiados, entre ellos edificios, lotes urbanos, fincas, locales comerciales, oficinas y casas, entre otros, fueron realizadas por las autoridades militares y policiales en el marco de la operación ""Cali II"", que se hizo en esa ciudad y en la región suroccidental del país."	ocupaciones	ocupación	26	1	25	ocupación
spa_0024	spa	SG	podría llevar a Colombia, en dos meses, a adoptar medidas contra los productos venezolanos.	SG	La renuncia del Gobierno de Caracas a acatar el fallo del Tribunal Andino de Justicia que declaró ilegal la decisión que Venezuela adoptó para restringir el transporte internacional de carga por carretera,	PL	Las renuncias del Gobierno de Caracas a acatar el fallo del Tribunal Andino de Justicia que declaró ilegal la decisión que Venezuela adoptó para restringir el transporte internacional de carga por carretera,	La renuncia del Gobierno de Caracas a acatar el fallo del Tribunal Andino de Justicia que declaró ilegal la decisión que Venezuela adoptó para restringir el transporte internacional de carga por carretera, podría llevar a Colombia, en dos meses, a adoptar medidas contra los productos venezolanos.	Las renuncias del Gobierno de Caracas a acatar el fallo del Tribunal Andino de Justicia que declaró ilegal la decisión que Venezuela adoptó para restringir el transporte internacional de carga por carretera, podría llevar a Colombia, en dos meses, a adoptar medidas contra los productos venezolanos.	renuncia	renuncias	27	1	34	renuncia
spa_0024	spa	PL	podrían llevar a Colombia, en dos meses, a adoptar medidas contra los productos venezolanos.	PL	Las renuncias del Gobierno de Caracas a acatar el fallo del Tribunal Andino de Justicia que declaró ilegal la decisión que Venezuela adoptó para restringir el transporte internacional de carga por carretera,	SG	La renuncia del Gobierno de Caracas a acatar el fallo del Tribunal Andino de Justicia que declaró ilegal la decisión que Venezuela adoptó para restringir el transporte internacional de carga por carretera,	Las renuncias del Gobierno de Caracas a acatar el fallo del Tribunal Andino de Justicia que declaró ilegal la decisión que Venezuela adoptó para restringir el transporte internacional de carga por carretera, podrían llevar a Colombia, en dos meses, a adoptar medidas contra los productos venezolanos.	La renuncia del Gobierno de Caracas a acatar el fallo del Tribunal Andino de Justicia que declaró ilegal la decisión que Venezuela adoptó para restringir el transporte internacional de carga por carretera, podrían llevar a Colombia, en dos meses, a adoptar medidas contra los productos venezolanos.	renuncias	renuncia	27	1	34	renuncia
spa_0025	spa	SG	podría aumentar este año.	SG	Rubén Alvarado dice que debido a la difícil situación política en el vecino país, se les ha advertido que el número de solicitudes de Honduras	PL	Rubén Alvarado dice que debido a la difícil situación política en el vecino país, se les ha advertido que los números de solicitudes de Honduras	Rubén Alvarado dice que debido a la difícil situación política en el vecino país, se les ha advertido que el número de solicitudes de Honduras podría aumentar este año.	Rubén Alvarado dice que debido a la difícil situación política en el vecino país, se les ha advertido que los números de solicitudes de Honduras podría aumentar este año.	número	números	28	1	5	número
spa_0025	spa	PL	podrían aumentar este año.	PL	Rubén Alvarado dice que debido a la difícil situación política en el vecino país, se les ha advertido que los números de solicitudes de Honduras	SG	Rubén Alvarado dice que debido a la difícil situación política en el vecino país, se les ha advertido que el número de solicitudes de Honduras	Rubén Alvarado dice que debido a la difícil situación política en el vecino país, se les ha advertido que los números de solicitudes de Honduras podrían aumentar este año.	Rubén Alvarado dice que debido a la difícil situación política en el vecino país, se les ha advertido que el número de solicitudes de Honduras podrían aumentar este año.	números	número	28	1	5	número
spa_0028	spa	SG	ha agravado la situación de la Unió Esportiva Lleida, que vive un momento de crisis, que podría afectar a Miquel Corominas.	SG	La racha de malos resultados, con tres derrotas consecutivas,	PL	Las rachas de malos resultados, con tres derrotas consecutivas,	La racha de malos resultados, con tres derrotas consecutivas, ha agravado la situación de la Unió Esportiva Lleida, que vive un momento de crisis, que podría afectar a Miquel Corominas.	Las rachas de malos resultados, con tres derrotas consecutivas, ha agravado la situación de la Unió Esportiva Lleida, que vive un momento de crisis, que podría afectar a Miquel Corominas.	racha	rachas	32	1	10	racha
