pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	subject_good	subject_bad	source_idx	has_attractor	distance	subject_lemma
deu_0006	deu	SG	könne dann in dem Aufbaustudium ``wieder auferstehen''.	SG	Das alte deutsche Universitätsideal, die von Humboldt beschworene ``Gemeinschaft von Lehrenden und Lernenden''	PL	Die alten deutschen Universitätsideale, die von Humboldt beschworenen ``Gemeinschaften von Lehrenden und Lernenden''	Das alte deutsche Universitätsideal, die von Humboldt beschworene ``Gemeinschaft von Lehrenden und Lernenden'' könne dann in dem Aufbaustudium ``wieder auferstehen''.	Die alten deutschen Universitätsideale, die von Humboldt beschworenen ``Gemeinschaften von Lehrenden und Lernenden'' könne dann in dem Aufbaustudium ``wieder auferstehen''.	Universitätsideal	Universitätsideale	10	1	13	Universitätsideal
deu_0006	deu	PL	können dann in dem Aufbaustudium ``wieder auferstehen''.	PL	Die alten deutschen Universitätsideale, die von Humboldt beschworenen ``Gemeinschaften von Lehrenden und Lernenden''	SG	Das alte deutsche Universitätsideal, die von Humboldt beschworene ``Gemeinschaft von Lehrenden und Lernenden''	Die alten deutschen Universitätsideale, die von Humboldt beschworenen ``Gemeinschaften von Lehrenden und Lernenden'' können dann in dem Aufbaustudium ``wieder auferstehen''.	Das alte deutsche Universitätsideal, die von Humboldt beschworene ``Gemeinschaft von Lehrenden und Lernenden'' können dann in dem Aufbaustudium ``wieder auferstehen''.	Universitätsideale	Universitätsideal	10	1	13	Universitätsideal
deu_0007	deu	SG	sei.	SG	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass der Vertrag über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden	PL	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass die Verträge über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass der Vertrag über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden sei.	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass die Verträge über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden sei.	Vertrag	Verträge	11	1	18	Vertrag
deu_0007	deu	PL	seien.	PL	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass die Verträge über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden	SG	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass der Vertrag über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass die Verträge über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden seien.	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass der Vertrag über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden seien.	Verträge	Vertrag	11	1	18	Vertrag
deu_0008	deu	SG	sollte auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollte die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.	SG	Die Darstellung eines Graphen	PL	Die Darstellungen eines Graphen	Die Darstellung eines Graphen sollte auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollte die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.	Die Darstellungen eines Graphen sollte auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollte die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.	Darstellung	Darstellungen	12	1	3	Darstellung
deu_0008	deu	PL	sollten auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollten die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.	PL	Die Darstellungen eines Graphen	SG	Die Darstellung eines Graphen	Die Darstellungen eines Graphen sollten auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollten die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.	Die Darstellung eines Graphen sollten auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollten die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.	Darstellungen	Darstellung	12	1	3	Darstellung
deu_0009	deu	SG	war, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.	SG	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zur Desinformation der deutschen Truppen in Nordafrika zu nutzen, da die deutsche Gegenstelle für die Annahme der Kondor-Funksprüche bereits im Juli 1942 in britische Hände gefallen	PL	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zur Desinformation der deutschen Truppen in Nordafrika zu nutzen, da die deutschen Gegenstellen für die Annahme der Kondor-Funksprüche bereits im Juli 1942 in britische Hände gefallen	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zur Desinformation der deutschen Truppen in Nordafrika zu nutzen, da die deutsche Gegenstelle für die Annahme der Kondor-Funksprüche bereits im Juli 1942 in britische Hände gefallen war, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zur Desinformation der deutschen Truppen in Nordafrika zu nutzen, da die deutschen Gegenstellen für die Annahme der Kondor-Funksprüche bereits im Juli 1942 in britische Hände gefallen war, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.	Gegenstelle	Gegenstellen	14	1	17	Gegenstelle
deu_0009	deu	PL	waren, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.	PL	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zur Desinformation der deutschen Truppen in Nordafrika zu nutzen, da die deutschen Gegenstellen für die Annahme der Kondor-Funksprüche bereits im Juli 1942 in britische Hände gefallen	SG	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zur Desinformation der deutschen Truppen in Nordafrika zu nutzen, da die deutsche Gegenstelle für die Annahme der Kondor-Funksprüche bereits im Juli 1942 in britische Hände gefallen	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zur Desinformation der deutschen Truppen in Nordafrika zu nutzen, da die deutschen Gegenstellen für die Annahme der Kondor-Funksprüche bereits im Juli 1942 in britische Hände gefallen waren, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zur Desinformation der deutschen Truppen in Nordafrika zu nutzen, da die deutsche Gegenstelle für die Annahme der Kondor-Funksprüche bereits im Juli 1942 in britische Hände gefallen waren, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.	Gegenstellen	Gegenstelle	14	1	17	Gegenstelle
deu_0010	deu	SG	sollte.	SG	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbau laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten	PL	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbauten laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbau laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten sollte.	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbauten laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten sollte.	Außenbau	Außenbauten	15	1	17	Außenbau
deu_0010	deu	PL	sollten.	PL	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbauten laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten	SG	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbau laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbauten laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten sollten.	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbau laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten sollten.	Außenbauten	Außenbau	15	1	17	Außenbau
deu_0012	deu	SG	sollte 20 Euro mehr kosten.	SG	Eine Umbuchung auf die Südseite	PL	Umbuchungen auf die Südseite	Eine Umbuchung auf die Südseite sollte 20 Euro mehr kosten.	Umbuchungen auf die Südseite sollte 20 Euro mehr kosten.	Umbuchung	Umbuchungen	17	1	4	Umbuchen
deu_0012	deu	PL	sollten 20 Euro mehr kosten.	PL	Umbuchungen auf die Südseite	SG	Eine Umbuchung auf die Südseite	Umbuchungen auf die Südseite sollten 20 Euro mehr kosten.	Eine Umbuchung auf die Südseite sollten 20 Euro mehr kosten.	Umbuchungen	Umbuchung	17	1	4	Umbuchen
deu_0014	deu	SG	musste, aber nicht verurteilt.	SG	Ploug wurde von der dänischen Obrigkeit angeklagt, weil man andernfalls russische Reaktionen befürchten	PL	Ploug wurde von der dänischen Obrigkeit angeklagt, weil Leute andernfalls russische Reaktionen befürchten	Ploug wurde von der dänischen Obrigkeit angeklagt, weil man andernfalls russische Reaktionen befürchten musste, aber nicht verurteilt.	Ploug wurde von der dänischen Obrigkeit angeklagt, weil Leute andernfalls russische Reaktionen befürchten musste, aber nicht verurteilt.	man	Leute	19	1	4	man
deu_0014	deu	PL	mussten, aber nicht verurteilt.	PL	Ploug wurde von der dänischen Obrigkeit angeklagt, weil Leute andernfalls russische Reaktionen befürchten	SG	Ploug wurde von der dänischen Obrigkeit angeklagt, weil man andernfalls russische Reaktionen befürchten	Ploug wurde von der dänischen Obrigkeit angeklagt, weil Leute andernfalls russische Reaktionen befürchten mussten, aber nicht verurteilt.	Ploug wurde von der dänischen Obrigkeit angeklagt, weil man andernfalls russische Reaktionen befürchten mussten, aber nicht verurteilt.	Leute	man	19	1	4	man
deu_0015	deu	SG	wollte.	SG	Ein so gewonnener Agent war Wladimir Kuzichkin, der Sohn eines Mitgliedes des Politbüros und ein hochrangiger KGB - Mitarbeiter: Er informierte den SIS über die Mobilisierung der ALFA - Einheit des KGB während des Augustputsches in Moskau in dem Jahre 1991, als diese Einheit kurz darauf den sowjetischen Generalsekretär Gorbatschow stürzen	PL	Ein so gewonnener Agent war Wladimir Kuzichkin, der Sohn eines Mitgliedes des Politbüros und ein hochrangiger KGB - Mitarbeiter: Er informierte den SIS über die Mobilisierung der ALFA - Einheiten des KGB während des Augustputsches in Moskau in dem Jahre 1991, als diese Einheiten kurz darauf den sowjetischen Generalsekretär Gorbatschow stürzen	Ein so gewonnener Agent war Wladimir Kuzichkin, der Sohn eines Mitgliedes des Politbüros und ein hochrangiger KGB - Mitarbeiter: Er informierte den SIS über die Mobilisierung der ALFA - Einheit des KGB während des Augustputsches in Moskau in dem Jahre 1991, als diese Einheit kurz darauf den sowjetischen Generalsekretär Gorbatschow stürzen wollte.	Ein so gewonnener Agent war Wladimir Kuzichkin, der Sohn eines Mitgliedes des Politbüros und ein hochrangiger KGB - Mitarbeiter: Er informierte den SIS über die Mobilisierung der ALFA - Einheiten des KGB während des Augustputsches in Moskau in dem Jahre 1991, als diese Einheiten kurz darauf den sowjetischen Generalsekretär Gorbatschow stürzen wollte.	Einheit	Einheiten	20	1	8	Einheit
deu_0015	deu	PL	wollten.	PL	Ein so gewonnener Agent war Wladimir Kuzichkin, der Sohn eines Mitgliedes des Politbüros und ein hochrangiger KGB - Mitarbeiter: Er informierte den SIS über die Mobilisierung der ALFA - Einheiten des KGB während des Augustputsches in Moskau in dem Jahre 1991, als diese Einheiten kurz darauf den sowjetischen Generalsekretär Gorbatschow stürzen	SG	Ein so gewonnener Agent war Wladimir Kuzichkin, der Sohn eines Mitgliedes des Politbüros und ein hochrangiger KGB - Mitarbeiter: Er informierte den SIS über die Mobilisierung der ALFA - Einheit des KGB während des Augustputsches in Moskau in dem Jahre 1991, als diese Einheit kurz darauf den sowjetischen Generalsekretär Gorbatschow stürzen	Ein so gewonnener Agent war Wladimir Kuzichkin, der Sohn eines Mitgliedes des Politbüros und ein hochrangiger KGB - Mitarbeiter: Er informierte den SIS über die Mobilisierung der ALFA - Einheiten des KGB während des Augustputsches in Moskau in dem Jahre 1991, als diese Einheiten kurz darauf den sowjetischen Generalsekretär Gorbatschow stürzen wollten.	Ein so gewonnener Agent war Wladimir Kuzichkin, der Sohn eines Mitgliedes des Politbüros und ein hochrangiger KGB - Mitarbeiter: Er informierte den SIS über die Mobilisierung der ALFA - Einheit des KGB während des Augustputsches in Moskau in dem Jahre 1991, als diese Einheit kurz darauf den sowjetischen Generalsekretär Gorbatschow stürzen wollten.	Einheiten	Einheit	20	1	8	Einheit
deu_0016	deu	SG	könnte aussterben“, wenn die vorgeschlagenen Begrenzungen nicht umgesetzt würden, sagte ein EU-Beamter.	SG	„Kabeljau in der Keltischen See	PL	„Kabeljaue in der Keltischen See	„Kabeljau in der Keltischen See könnte aussterben“, wenn die vorgeschlagenen Begrenzungen nicht umgesetzt würden, sagte ein EU-Beamter.	„Kabeljaue in der Keltischen See könnte aussterben“, wenn die vorgeschlagenen Begrenzungen nicht umgesetzt würden, sagte ein EU-Beamter.	Kabeljau	Kabeljaue	22	1	5	Kabeljau
deu_0016	deu	PL	könnten aussterben“, wenn die vorgeschlagenen Begrenzungen nicht umgesetzt würden, sagte ein EU-Beamter.	PL	„Kabeljaue in der Keltischen See	SG	„Kabeljau in der Keltischen See	„Kabeljaue in der Keltischen See könnten aussterben“, wenn die vorgeschlagenen Begrenzungen nicht umgesetzt würden, sagte ein EU-Beamter.	„Kabeljau in der Keltischen See könnten aussterben“, wenn die vorgeschlagenen Begrenzungen nicht umgesetzt würden, sagte ein EU-Beamter.	Kabeljaue	Kabeljau	22	1	5	Kabeljau
deu_0018	deu	SG	hätte die russische kommunistische Partei vor der Stalinisierung bewahren können.	SG	Einzig die Ausrichtung auf eine internationalistische Politik, auf die egalitäre Weltpartei der Kommunistischen Internationale,	PL	Einzig die Ausrichtungen auf eine internationalistische Politik, auf die egalitäre Weltpartei der Kommunistischen Internationale,	Einzig die Ausrichtung auf eine internationalistische Politik, auf die egalitäre Weltpartei der Kommunistischen Internationale, hätte die russische kommunistische Partei vor der Stalinisierung bewahren können.	Einzig die Ausrichtungen auf eine internationalistische Politik, auf die egalitäre Weltpartei der Kommunistischen Internationale, hätte die russische kommunistische Partei vor der Stalinisierung bewahren können.	Ausrichtung	Ausrichtungen	24	1	14	Ausrichtung
deu_0018	deu	PL	hätten die russische kommunistische Partei vor der Stalinisierung bewahren können.	PL	Einzig die Ausrichtungen auf eine internationalistische Politik, auf die egalitäre Weltpartei der Kommunistischen Internationale,	SG	Einzig die Ausrichtung auf eine internationalistische Politik, auf die egalitäre Weltpartei der Kommunistischen Internationale,	Einzig die Ausrichtungen auf eine internationalistische Politik, auf die egalitäre Weltpartei der Kommunistischen Internationale, hätten die russische kommunistische Partei vor der Stalinisierung bewahren können.	Einzig die Ausrichtung auf eine internationalistische Politik, auf die egalitäre Weltpartei der Kommunistischen Internationale, hätten die russische kommunistische Partei vor der Stalinisierung bewahren können.	Ausrichtungen	Ausrichtung	24	1	14	Ausrichtung
deu_0019	deu	SG	wolle nur ihren Machtanspruch durchsetzen.	SG	Die Gläubigen könnten den Eindruck gewinnen, die Kirche	PL	Die Gläubigen könnten den Eindruck gewinnen, die Kirchen	Die Gläubigen könnten den Eindruck gewinnen, die Kirche wolle nur ihren Machtanspruch durchsetzen.	Die Gläubigen könnten den Eindruck gewinnen, die Kirchen wolle nur ihren Machtanspruch durchsetzen.	Kirche	Kirchen	25	0	1	Kirche
deu_0019	deu	PL	wollen nur ihren Machtanspruch durchsetzen.	PL	Die Gläubigen könnten den Eindruck gewinnen, die Kirchen	SG	Die Gläubigen könnten den Eindruck gewinnen, die Kirche	Die Gläubigen könnten den Eindruck gewinnen, die Kirchen wollen nur ihren Machtanspruch durchsetzen.	Die Gläubigen könnten den Eindruck gewinnen, die Kirche wollen nur ihren Machtanspruch durchsetzen.	Kirchen	Kirche	25	0	1	Kirche
deu_0020	deu	SG	würde.	SG	Der Typ 90 gehört zu den modernsten und ausgereiftesten Panzern weltweit und hätte gute Chancen auf dem internationalen Exportmarkt, wenn Japans Rüstungsindustrie nicht strengen Ausfuhrbeschränkungen unterliegen	PL	Der Typ 90 gehört zu den modernsten und ausgereiftesten Panzern weltweit und hätte gute Chancen auf dem internationalen Exportmarkt, wenn Japans Rüstungsindustrien nicht strengen Ausfuhrbeschränkungen unterliegen	Der Typ 90 gehört zu den modernsten und ausgereiftesten Panzern weltweit und hätte gute Chancen auf dem internationalen Exportmarkt, wenn Japans Rüstungsindustrie nicht strengen Ausfuhrbeschränkungen unterliegen würde.	Der Typ 90 gehört zu den modernsten und ausgereiftesten Panzern weltweit und hätte gute Chancen auf dem internationalen Exportmarkt, wenn Japans Rüstungsindustrien nicht strengen Ausfuhrbeschränkungen unterliegen würde.	Rüstungsindustrie	Rüstungsindustrien	27	1	5	Rüstungsindustrie
deu_0020	deu	PL	würden.	PL	Der Typ 90 gehört zu den modernsten und ausgereiftesten Panzern weltweit und hätte gute Chancen auf dem internationalen Exportmarkt, wenn Japans Rüstungsindustrien nicht strengen Ausfuhrbeschränkungen unterliegen	SG	Der Typ 90 gehört zu den modernsten und ausgereiftesten Panzern weltweit und hätte gute Chancen auf dem internationalen Exportmarkt, wenn Japans Rüstungsindustrie nicht strengen Ausfuhrbeschränkungen unterliegen	Der Typ 90 gehört zu den modernsten und ausgereiftesten Panzern weltweit und hätte gute Chancen auf dem internationalen Exportmarkt, wenn Japans Rüstungsindustrien nicht strengen Ausfuhrbeschränkungen unterliegen würden.	Der Typ 90 gehört zu den modernsten und ausgereiftesten Panzern weltweit und hätte gute Chancen auf dem internationalen Exportmarkt, wenn Japans Rüstungsindustrie nicht strengen Ausfuhrbeschränkungen unterliegen würden.	Rüstungsindustrien	Rüstungsindustrie	27	1	5	Rüstungsindustrie
deu_0021	deu	SG	würde, wie er und Walter es vorhergesagt hatten; aus diesem Grund wurde (unter anderen) Olivia als Kind ausgebildet.	SG	Der Mann erzählte ihm, dass ein Krieg zwischen den beiden Reichen ausbrechen	PL	Der Mann erzählte ihm, dass Kriege zwischen den beiden Reichen ausbrechen	Der Mann erzählte ihm, dass ein Krieg zwischen den beiden Reichen ausbrechen würde, wie er und Walter es vorhergesagt hatten; aus diesem Grund wurde (unter anderen) Olivia als Kind ausgebildet.	Der Mann erzählte ihm, dass Kriege zwischen den beiden Reichen ausbrechen würde, wie er und Walter es vorhergesagt hatten; aus diesem Grund wurde (unter anderen) Olivia als Kind ausgebildet.	Krieg	Kriege	28	1	6	Krieg
