sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
Der Anteil dieser Fallen werde sich in dem Zuge der ``Weiterentwicklung tiergerechter, effektiver Fallen'' weiter vermindern.	vermindern				Anteil		{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'Anteil'}	NOUN	werde				3	[]	"{'sent_id': 'test-s919', 'text': ""Der Anteil dieser Fallen werde sich im Zuge der ``Weiterentwicklung tiergerechter, effektiver Fallen'' weiter vermindern."", 'treebank': 'UD_German-GSD/de_gsd-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0005', 'extended_role': 'sg'}"	werden	SG -> PL	Der Anteil dieser Fallen	Der Anteil dieser Fallen werden sich in dem Zuge der ``Weiterentwicklung tiergerechter, effektiver Fallen'' weiter vermindern.	[]	[]	0	0	0	False	False	False	0.0494124127189285	SV-#	deu	SG	PL	SV	aux	+
Die Anteile dieser Fallen werden sich in dem Zuge der ``Weiterentwicklung tiergerechter, effektiver Fallen'' weiter vermindern.	vermindern				Anteile		{'lemma': 'Anteil', 'Number': 'Plur'}	NOUN	werden				3	[]	"{'sent_id': 'test-s919', 'text': ""Der Anteil dieser Fallen werde sich im Zuge der ``Weiterentwicklung tiergerechter, effektiver Fallen'' weiter vermindern."", 'treebank': 'UD_German-GSD/de_gsd-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0005', 'extended_role': 'pl'}"	werde	PL -> SG	Die Anteile dieser Fallen	Die Anteile dieser Fallen werde sich in dem Zuge der ``Weiterentwicklung tiergerechter, effektiver Fallen'' weiter vermindern.	[]	[]	0	0	0	False	False	False	0.0494124127189285	SV-#	deu	PL	SG	SV	aux	+
Das alte deutsche Universitätsideal, die von Humboldt beschworene ``Gemeinschaft von Lehrenden und Lernenden'' könne dann in dem Aufbaustudium ``wieder auferstehen''.	auferstehen				Universitätsideal		{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Sing', 'lemma': 'Universitätsideal'}	NOUN	könne				13	[]	"{'sent_id': 'test-s807', 'text': ""Das alte deutsche Universitätsideal, die von Humboldt beschworene ``Gemeinschaft von Lehrenden und Lernenden'' könne dann im Aufbaustudium ``wieder auferstehen''."", 'treebank': 'UD_German-GSD/de_gsd-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0006', 'extended_role': 'sg'}"	können	SG -> PL	Das alte deutsche Universitätsideal, die von Humboldt beschworene ``Gemeinschaft von Lehrenden und Lernenden''	Das alte deutsche Universitätsideal, die von Humboldt beschworene ``Gemeinschaft von Lehrenden und Lernenden'' können dann in dem Aufbaustudium ``wieder auferstehen''.	[]	[]	0	0	0	False	False	False	0.0098117249122072	SV-#	deu	SG	PL	SV	aux	+
Die alten deutschen Universitätsideale, die von Humboldt beschworenen „Gemeinschaften von Lehrenden und Lernenden'' können dann in dem Aufbaustudium ``wieder auferstehen''.	auferstehen				Universitätsideale		{'lemma': 'Universitätsideal', 'Number': 'Plur'}	NOUN	können				13	[]	"{'sent_id': 'test-s807', 'text': ""Das alte deutsche Universitätsideal, die von Humboldt beschworene ``Gemeinschaft von Lehrenden und Lernenden'' könne dann im Aufbaustudium ``wieder auferstehen''."", 'treebank': 'UD_German-GSD/de_gsd-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0006', 'extended_role': 'pl'}"	könne	PL -> SG	Die alten deutschen Universitätsideale, die von Humboldt beschworenen „Gemeinschaften von Lehrenden und Lernenden''	Die alten deutschen Universitätsideale, die von Humboldt beschworenen „Gemeinschaften von Lehrenden und Lernenden'' könne dann in dem Aufbaustudium ``wieder auferstehen''.	[]	[]	0	0	0	False	False	False	0.0098117249122072	SV-#	deu	PL	SG	SV	aux	+
Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass der Vertrag über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden sei.	geworden				Vertrag		{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'Vertrag'}	NOUN	sei.				18	[]	{'sent_id': 'w01050070', 'text': 'Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass der Vertrag über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden sei.', 'text_en': 'Bogd Khaan said that both Mongolia and China had been administered by the Manchu during the Qing, and after the fall of the Qing dynasty in 1911, the contract of Mongolian submission to the Manchu had become invalid.', 'treebank': 'UD_German-PUD/de_pud-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0007', 'extended_role': 'sg'}	seien.	SG -> PL	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass der Vertrag über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass der Vertrag über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden seien.	[]	[]	0	0	0	False	False	False	0.0336401996989964	SV-#	deu	SG	PL	SV	aux	+
Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass die Verträge über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden seien.	geworden				Verträge		{'lemma': 'Vertrag', 'Number': 'Plur'}	NOUN	seien.				18	[]	{'sent_id': 'w01050070', 'text': 'Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass der Vertrag über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden sei.', 'text_en': 'Bogd Khaan said that both Mongolia and China had been administered by the Manchu during the Qing, and after the fall of the Qing dynasty in 1911, the contract of Mongolian submission to the Manchu had become invalid.', 'treebank': 'UD_German-PUD/de_pud-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0007', 'extended_role': 'pl'}	sei.	PL -> SG	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass die Verträge über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden	Bogd Khan sagte, dass sowohl die Mongolei als auch China während der Qing-Dynastie von den Mandschu verwaltet worden waren, und dass die Verträge über die mongolische Unterwerfung unter die Mandschu nach dem Fall der Qing-Dynastie 1911 ungültig geworden sei.	[]	[]	0	0	0	False	False	False	0.0336401996989964	SV-#	deu	PL	SG	SV	aux	+
Die Darstellung eines Graphen sollte auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollte die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.	wirken				Darstellung		{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'Darstellung'}	NOUN	sollte				3	[]	{'sent_id': 'train-s10219', 'text': 'Die Darstellung eines Graphen sollte auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollte die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0008', 'extended_role': 'sg'}	sollten	SG -> PL	Die Darstellung eines Graphen	Die Darstellung eines Graphen sollten auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollte die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.	[]	[]	0	0	0	False	False	False	0.0037592815755583	SV-#	deu	SG	PL	SV	aux	+
Die Darstellungen eines Graphen sollten auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollte die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.	wirken				Darstellungen		{'lemma': 'Darstellung', 'Number': 'Plur'}	NOUN	sollten				3	[]	{'sent_id': 'train-s10219', 'text': 'Die Darstellung eines Graphen sollte auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollte die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0008', 'extended_role': 'pl'}	sollte	PL -> SG	Die Darstellungen eines Graphen	Die Darstellungen eines Graphen sollte auf einen Betrachter auf keinen Fall verwirrend wirken, sondern sollte die besonderen Eigenschaften des zugrundeliegenden Graphen betonen.	[]	[]	0	0	0	False	False	False	0.0037592815755583	SV-#	deu	PL	SG	SV	aux	+
Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zu der Desinformation der deutschen Truppen in Nordafrika nutzen: da die deutsche Gegenstelle für die Annahme der Kondor - Funksprüche bereits in dem Juli 1942 in britische Hände gefallen war, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.	gefallen				Gegenstelle		{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'Gegenstelle'}	NOUN	war,				17	[]	{'sent_id': 'train-s12662', 'text': 'Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zur Desinformation der deutschen Truppen in Nordafrika nutzen: da die deutsche Gegenstelle für die Annahme der Kondor - Funksprüche bereits im Juli 1942 in britische Hände gefallen war, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0009', 'extended_role': 'sg'}	waren,	SG -> PL	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zu der Desinformation der deutschen Truppen in Nordafrika nutzen: da die deutsche Gegenstelle für die Annahme der Kondor - Funksprüche bereits in dem Juli 1942 in britische Hände gefallen	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zu der Desinformation der deutschen Truppen in Nordafrika nutzen: da die deutsche Gegenstelle für die Annahme der Kondor - Funksprüche bereits in dem Juli 1942 in britische Hände gefallen waren, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.	[]	[]	0	0	0	False	False	False	0.0189904353139495	SV-#	deu	SG	PL	SV	aux	+
Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zu der Desinformation der deutschen Truppen in Nordafrika nutzen: da die deutschen Gegenstellen für die Annahme der Kondor - Funksprüche bereits in dem Juli 1942 in britische Hände gefallen waren, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.	gefallen				Gegenstellen		{'lemma': 'Gegenstelle', 'Number': 'Plur'}	NOUN	waren,				17	[]	{'sent_id': 'train-s12662', 'text': 'Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zur Desinformation der deutschen Truppen in Nordafrika nutzen: da die deutsche Gegenstelle für die Annahme der Kondor - Funksprüche bereits im Juli 1942 in britische Hände gefallen war, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0009', 'extended_role': 'pl'}	war,	PL -> SG	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zu der Desinformation der deutschen Truppen in Nordafrika nutzen: da die deutschen Gegenstellen für die Annahme der Kondor - Funksprüche bereits in dem Juli 1942 in britische Hände gefallen	Der britische Geheimdienst versuchte vergeblich, die vorhandenen Kodierungsunterlagen zu der Desinformation der deutschen Truppen in Nordafrika nutzen: da die deutschen Gegenstellen für die Annahme der Kondor - Funksprüche bereits in dem Juli 1942 in britische Hände gefallen war, galten die Funksprüche aus Kairo nicht mehr als zuverlässige Quelle.	[]	[]	0	0	0	False	False	False	0.0189904353139495	SV-#	deu	PL	SG	SV	aux	+
November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbau laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten sollte.	erhalten				Außenbau		{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'Außenbau'}	NOUN	sollte.				17	[]	{'sent_id': 'train-s11816', 'text': 'November 2007 startete der Architektenwettbewerb zum Neubau des Humboldt - Forums am Standort des früheren Berliner Stadtschlosses, dessen Außenbau laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten sollte.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0010', 'extended_role': 'sg'}	sollten.	SG -> PL	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbau laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbau laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten sollten.	[]	[]	0	0	0	False	False	False	0.0218038331382384	SV-#	deu	SG	PL	SV	aux	+
November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbauten laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten sollten.	erhalten				Außenbauten		{'lemma': 'Außenbau', 'Number': 'Plur'}	NOUN	sollten.				17	[]	{'sent_id': 'train-s11816', 'text': 'November 2007 startete der Architektenwettbewerb zum Neubau des Humboldt - Forums am Standort des früheren Berliner Stadtschlosses, dessen Außenbau laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten sollte.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0010', 'extended_role': 'pl'}	sollte.	PL -> SG	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbauten laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten	November 2007 startete der Architektenwettbewerb zu dem Neubau des Humboldt - Forums an dem Standort des früheren Berliner Stadtschlosses, dessen Außenbauten laut Wettbewerbsbedingungen Repliken der Nord -, West -, und Südfassade des ehemaligen Stadtschlosses erhalten sollte.	[]	[]	0	0	0	False	False	False	0.0218038331382384	SV-#	deu	PL	SG	SV	aux	+
Neuere Forschungen gehen aber davon aus, dass Markland auf dem Gebiet von Labrador zu lokalisieren sein dürfte, während die Bezeichnung Vinland für Neufundland wegen des damaligen Vorkommens von wilden Trauben zutreffen könnte.	zutreffen				Bezeichnung		{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'Bezeichnung'}	NOUN	könnte.				12	[]	{'sent_id': 'train-s10650', 'text': 'Neuere Forschungen gehen aber davon aus, dass Markland auf dem Gebiet von Labrador zu lokalisieren sein dürfte, während die Bezeichnung Vinland für Neufundland wegen des damaligen Vorkommens von wilden Trauben zutreffen könnte.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'deu_0011', 'extended_role': 'sg'}	könnten.	SG -> PL	Neuere Forschungen gehen aber davon aus, dass Markland auf dem Gebiet von Labrador zu lokalisieren sein dürfte, während die Bezeichnung Vinland für Neufundland wegen des damaligen Vorkommens von wilden Trauben zutreffen	Neuere Forschungen gehen aber davon aus, dass Markland auf dem Gebiet von Labrador zu lokalisieren sein dürfte, während die Bezeichnung Vinland für Neufundland wegen des damaligen Vorkommens von wilden Trauben zutreffen könnten.	[]	[]	0	0	0	False	False	False	0.0090569768420374	SV-#	deu	SG	PL	SV	aux	+
