sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
El presidente de la Comisión de Asuntos Constitucionales, Martín Ocampo estaría convocando a la comisión para debatir los distintos proyectos presentados la semana que viene y la discusión se estiraría por 15 días.	convocando				presidente		{'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'presidente'}	NOUN	estaría				10	[]	{'sent_id': 'es-train-025-s14', 'text': 'El presidente de la Comisión de Asuntos Constitucionales, Martín Ocampo estaría convocando a la comisión para debatir los distintos proyectos presentados la semana que viene y la discusión se estiraría por 15 días.', 'treebank': 'UD_Spanish-GSD/es_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0005', 'extended_role': 'sg'}	estarían	SG -> PL	El presidente de la Comisión de Asuntos Constitucionales, Martín Ocampo	El presidente de la Comisión de Asuntos Constitucionales, Martín Ocampo estarían convocando a la comisión para debatir los distintos proyectos presentados la semana que viene y la discusión se estiraría por 15 días.	[]	[]	0	0	0	False	False	False	0.0092232329507108	SV-#	spa	SG	PL	SV	aux	+
Los presidentes de la Comisión de Asuntos Constitucionales, Martín Ocampo estarían convocando a la comisión para debatir los distintos proyectos presentados la semana que viene y la discusión se estiraría por 15 días.	convocando				presidentes		{'lemma': 'presidente', 'Number': 'Plur'}	NOUN	estarían				10	[]	{'sent_id': 'es-train-025-s14', 'text': 'El presidente de la Comisión de Asuntos Constitucionales, Martín Ocampo estaría convocando a la comisión para debatir los distintos proyectos presentados la semana que viene y la discusión se estiraría por 15 días.', 'treebank': 'UD_Spanish-GSD/es_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0005', 'extended_role': 'pl'}	estaría	PL -> SG	Los presidentes de la Comisión de Asuntos Constitucionales, Martín Ocampo	Los presidentes de la Comisión de Asuntos Constitucionales, Martín Ocampo estaría convocando a la comisión para debatir los distintos proyectos presentados la semana que viene y la discusión se estiraría por 15 días.	[]	[]	0	0	0	False	False	False	0.0092232329507108	SV-#	spa	PL	SG	SV	aux	+
"Personalmente, me ha parecido de una especial significación que el hombre que lanzó el simpático grito de ""Muera la inteligencia"", sea recordado en momentos tan trágicos justamente para la ilustración y la inteligencia."	recordado				hombre		{'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'hombre'}	NOUN	sea				13	[]	"{'sent_id': 'CESS-CAST-P-20011001-41-s7', 'text': 'Personalmente, me ha parecido de una especial significación que el hombre que lanzó el simpático grito de ""Muera la inteligencia"", sea recordado en momentos tan trágicos justamente para la ilustración y la inteligencia.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0006', 'extended_role': 'sg'}"	sean	SG -> PL	"Personalmente, me ha parecido de una especial significación que el hombre que lanzó el simpático grito de ""Muera la inteligencia"","	"Personalmente, me ha parecido de una especial significación que el hombre que lanzó el simpático grito de ""Muera la inteligencia"", sean recordados en momentos tan trágicos justamente para la ilustración y la inteligencia."	[]	[]	0	0	0	False	False	False	0.0023251847774901	SV-#	spa	SG	PL	SV	aux	+
"Personalmente, me ha parecido de una especial significación que los hombres que lanzó el simpático grito de ""Muera la inteligencia"", sean recordados en momentos tan trágicos justamente para la ilustración y la inteligencia."	recordado				hombres		{'lemma': 'hombre', 'Number': 'Plur'}	NOUN	sean				13	[]	"{'sent_id': 'CESS-CAST-P-20011001-41-s7', 'text': 'Personalmente, me ha parecido de una especial significación que el hombre que lanzó el simpático grito de ""Muera la inteligencia"", sea recordado en momentos tan trágicos justamente para la ilustración y la inteligencia.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0006', 'extended_role': 'pl'}"	sea	PL -> SG	"Personalmente, me ha parecido de una especial significación que los hombres que lanzó el simpático grito de ""Muera la inteligencia"","	"Personalmente, me ha parecido de una especial significación que los hombres que lanzó el simpático grito de ""Muera la inteligencia"", sea recordado en momentos tan trágicos justamente para la ilustración y la inteligencia."	[]	[]	0	0	0	False	False	False	0.0023251847774901	SV-#	spa	PL	SG	SV	aux	+
El movimiento de empuje de estos pueblos habría empujado a los portadores de la cerámica cordada hacia el sur y posteriormente, hacia el este.	empujado				movimiento		{'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'movimiento'}	NOUN	habría				6	[]	{'sent_id': 'es-train-002-s30', 'text': 'El movimiento de empuje de estos pueblos habría empujado a los portadores de la cerámica cordada hacia el sur y posteriormente, hacia el este.', 'treebank': 'UD_Spanish-GSD/es_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0007', 'extended_role': 'sg'}	habrían	SG -> PL	El movimiento de empuje de estos pueblos	El movimiento de empuje de estos pueblos habrían empujado a los portadores de la cerámica cordada hacia el sur y posteriormente, hacia el este.	[]	[]	0	0	0	False	False	False	0.0034786300884167	SV-#	spa	SG	PL	SV	aux	+
Los movimientos de empuje de estos pueblos habrían empujado a los portadores de la cerámica cordada hacia el sur y posteriormente, hacia el este.	empujado				movimientos		{'lemma': 'movimiento', 'Number': 'Plur'}	NOUN	habrían				6	[]	{'sent_id': 'es-train-002-s30', 'text': 'El movimiento de empuje de estos pueblos habría empujado a los portadores de la cerámica cordada hacia el sur y posteriormente, hacia el este.', 'treebank': 'UD_Spanish-GSD/es_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0007', 'extended_role': 'pl'}	habría	PL -> SG	Los movimientos de empuje de estos pueblos	Los movimientos de empuje de estos pueblos habría empujado a los portadores de la cerámica cordada hacia el sur y posteriormente, hacia el este.	[]	[]	0	0	0	False	False	False	0.0034786300884167	SV-#	spa	PL	SG	SV	aux	+
La refrescante imagen jovial y espontánea de Stjepan Mesic, que contrasta con la seria y formal de el difunto jefe de el Estado Franjo Tudjman, puede dar la victoria a este jurista de 65 años en las elecciones presidenciales de el 24 de enero en Croacia.	dar				imagen		{'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'imagen'}	NOUN	puede				25	[]	{'global.Entity': 'eid-etype-head-other', 'newdoc id': 'CESS-CAST-A-20000119-12375', 'sent_id': 'CESS-CAST-A-20000119-12375-s1', 'text': 'La refrescante imagen jovial y espontánea de Stjepan Mesic, que contrasta con la seria y formal del difunto jefe del Estado Franjo Tudjman, puede dar la victoria a este jurista de 65 años en las elecciones presidenciales del 24 de enero en Croacia.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0008', 'extended_role': 'sg'}	pueden	SG -> PL	La refrescante imagen jovial y espontánea de Stjepan Mesic, que contrasta con la seria y formal de el difunto jefe de el Estado Franjo Tudjman,	La refrescante imagen jovial y espontánea de Stjepan Mesic, que contrasta con la seria y formal de el difunto jefe de el Estado Franjo Tudjman, pueden dar la victoria a este jurista de 65 años en las elecciones presidenciales de el 24 de enero en Croacia.	[]	[]	0	0	0	False	False	False	0.0046116164753554	SV-#	spa	SG	PL	SV	aux	+
Las refrescantes imágenes joviales y espontáneas de Stjepan Mesic, que contrastan con la seria y formal de el difunto jefe de el Estado Franjo Tudjman, pueden dar la victoria a este jurista de 65 años en las elecciones presidenciales de el 24 de enero en Croacia.	dar				imágenes		{'lemma': 'imagen', 'Number': 'Plur'}	NOUN	pueden				25	[]	{'global.Entity': 'eid-etype-head-other', 'newdoc id': 'CESS-CAST-A-20000119-12375', 'sent_id': 'CESS-CAST-A-20000119-12375-s1', 'text': 'La refrescante imagen jovial y espontánea de Stjepan Mesic, que contrasta con la seria y formal del difunto jefe del Estado Franjo Tudjman, puede dar la victoria a este jurista de 65 años en las elecciones presidenciales del 24 de enero en Croacia.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0008', 'extended_role': 'pl'}	puede	PL -> SG	Las refrescantes imágenes joviales y espontáneas de Stjepan Mesic, que contrastan con la seria y formal de el difunto jefe de el Estado Franjo Tudjman,	Las refrescantes imágenes joviales y espontáneas de Stjepan Mesic, que contrastan con la seria y formal de el difunto jefe de el Estado Franjo Tudjman, puede dar la victoria a este jurista de 65 años en las elecciones presidenciales de el 24 de enero en Croacia.	[]	[]	0	0	0	False	False	False	0.0046116164753554	SV-#	spa	PL	SG	SV	aux	+
La vieja estación Mir estará girando alrededor de la Tierra hasta el año 2002, según ha decidido el Gobierno ruso.	girando				estación		{'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'estación'}	NOUN	estará				2	[]	{'sent_id': 'CESS-CAST-P-19990301-42-s12', 'text': 'La vieja estación Mir estará girando alrededor de la Tierra hasta el año 2002, según ha decidido el Gobierno ruso.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0009', 'extended_role': 'sg'}	estarán	SG -> PL	La vieja estación Mir	La vieja estación Mir estarán girando alrededor de la Tierra hasta el año 2002, según ha decidido el Gobierno ruso.	[]	[]	0	0	0	False	False	False	0.0027331127343787	SV-#	spa	SG	PL	SV	aux	+
Las viejas estaciones Mir estarán girando alrededor de la Tierra hasta el año 2002, según ha decidido el Gobierno ruso.	girando				estaciones		{'lemma': 'estación', 'Number': 'Plur'}	NOUN	estarán				2	[]	{'sent_id': 'CESS-CAST-P-19990301-42-s12', 'text': 'La vieja estación Mir estará girando alrededor de la Tierra hasta el año 2002, según ha decidido el Gobierno ruso.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0009', 'extended_role': 'pl'}	estará	PL -> SG	Las viejas estaciones Mir	Las viejas estaciones Mir estará girando alrededor de la Tierra hasta el año 2002, según ha decidido el Gobierno ruso.	[]	[]	0	0	0	False	False	False	0.0027331127343787	SV-#	spa	PL	SG	SV	aux	+
En 1982, cuando el bulldozer Sharon, armado hasta los dientes, no pudo derrotar militarmente a los milicianos palestinos, bombardeó y martirizó a Beirut para que la población civil libanesa forzara la marcha de Arafat y sus guerrilleros.	derrotar				bulldozer		{'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'bulldozer'}	NOUN	pudo				9	[]	{'global.Entity': 'eid-etype-head-other', 'newdoc id': 'CESS-CAST-P-20020402-11', 'sent_id': 'CESS-CAST-P-20020402-11-s1', 'text': 'En 1982, cuando el bulldozer Sharon, armado hasta los dientes, no pudo derrotar militarmente a los milicianos palestinos, bombardeó y martirizó a Beirut para que la población civil libanesa forzara la marcha de Arafat y sus guerrilleros.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0010', 'extended_role': 'sg'}	pudieron	SG -> PL	En 1982, cuando el bulldozer Sharon, armado hasta los dientes, no	En 1982, cuando el bulldozer Sharon, armado hasta los dientes, no pudieron derrotar militarmente a los milicianos palestinos, bombardearon y martirizaron a Beirut para que la población civil libanesa forzara la marcha de Arafat y sus guerrilleros.	[]	[]	0	0	0	False	False	False	0.0015870247868813	SV-#	spa	SG	PL	SV	aux	+
En 1982, cuando los bulldozers Sharon, armados hasta los dientes, no pudieron derrotar militarmente a los milicianos palestinos, bombardearon y martirizaron a Beirut para que la población civil libanesa forzara la marcha de Arafat y sus guerrilleros.	derrotar				bulldozers		{'lemma': 'bulldozer', 'Number': 'Plur'}	NOUN	pudieron				9	[]	{'global.Entity': 'eid-etype-head-other', 'newdoc id': 'CESS-CAST-P-20020402-11', 'sent_id': 'CESS-CAST-P-20020402-11-s1', 'text': 'En 1982, cuando el bulldozer Sharon, armado hasta los dientes, no pudo derrotar militarmente a los milicianos palestinos, bombardeó y martirizó a Beirut para que la población civil libanesa forzara la marcha de Arafat y sus guerrilleros.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0010', 'extended_role': 'pl'}	pudo	PL -> SG	En 1982, cuando los bulldozers Sharon, armados hasta los dientes, no	En 1982, cuando los bulldozers Sharon, armados hasta los dientes, no pudo derrotar militarmente a los milicianos palestinos, bombardeó y martirizó a Beirut para que la población civil libanesa forzara la marcha de Arafat y sus guerrilleros.	[]	[]	0	0	0	False	False	False	0.0015870247868813	SV-#	spa	PL	SG	SV	aux	+
La primera sesión para destruir las minas antipersonales será presenciada por el primer ministro Keizo Obuchi el próximo Lunes a través de monitores instalados en una base militar en Shiga, a el oeste de Japón.	presenciada				sesión		{'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'sesión'}	NOUN	será				6	[]	{'sent_id': 'CESS-CAST-AA-20000112-6773-s4', 'text': 'La primera sesión para destruir las minas antipersonales será presenciada por el primer ministro Keizo Obuchi el próximo Lunes a través de monitores instalados en una base militar en Shiga, al oeste de Japón.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0011', 'extended_role': 'sg'}	serán	SG -> PL	La primera sesión para destruir las minas antipersonales	La primera sesión para destruir las minas antipersonales serán presenciadas por el primer ministro Keizo Obuchi el próximo Lunes a través de monitores instalados en una base militar en Shiga, a el oeste de Japón.	[]	[]	0	0	0	False	False	False	0.0401008746303593	SV-#	spa	SG	PL	SV	aux	+
Las primeras sesiones para destruir las minas antipersonales serán presenciadas por el primer ministro Keizo Obuchi el próximo Lunes a través de monitores instalados en una base militar en Shiga, a el oeste de Japón.	presenciada				sesiones		{'lemma': 'sesión', 'Number': 'Plur'}	NOUN	serán				6	[]	{'sent_id': 'CESS-CAST-AA-20000112-6773-s4', 'text': 'La primera sesión para destruir las minas antipersonales será presenciada por el primer ministro Keizo Obuchi el próximo Lunes a través de monitores instalados en una base militar en Shiga, al oeste de Japón.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0011', 'extended_role': 'pl'}	será	PL -> SG	Las primeras sesiones para destruir las minas antipersonales	Las primeras sesiones para destruir las minas antipersonales será presenciada por el primer ministro Keizo Obuchi el próximo Lunes a través de monitores instalados en una base militar en Shiga, a el oeste de Japón.	[]	[]	0	0	0	False	False	False	0.0401008746303593	SV-#	spa	PL	SG	SV	aux	+
El diputado de el PP por La Rioja José Luis Bermejo Fernández, quien renunció recientemente a la alcaldía de Logroño para dedicar se en exclusiva a la actividad parlamentaria, fue hoy elegido presidente de la Comisión Mixta de Relaciones con el Defensor de el Pueblo.	elegido				diputado		{'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'diputado'}	NOUN	fue				30	[]	{'global.Entity': 'eid-etype-head-other', 'newdoc id': 'CESS-CAST-AA-20001108-5282', 'sent_id': 'CESS-CAST-AA-20001108-5282-s1', 'text': 'El diputado del PP por La Rioja José Luis Bermejo Fernández, quien renunció recientemente a la alcaldía de Logroño para dedicarse en exclusiva a la actividad parlamentaria, fue hoy elegido presidente de la Comisión Mixta de Relaciones con el Defensor del Pueblo.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0012', 'extended_role': 'sg'}	fueron	SG -> PL	El diputado de el PP por La Rioja José Luis Bermejo Fernández, quien renunció recientemente a la alcaldía de Logroño para dedicar se en exclusiva a la actividad parlamentaria,	El diputado de el PP por La Rioja José Luis Bermejo Fernández, quien renunció recientemente a la alcaldía de Logroño para dedicar se en exclusiva a la actividad parlamentaria, fueron hoy elegidos presidentes de la Comisión Mixta de Relaciones con el Defensor de el Pueblo.	[]	[]	0	0	0	False	False	False	0.0202461211113164	SV-#	spa	SG	PL	SV	aux	+
Los diputados de el PP por La Rioja José Luis Bermejo Fernández, quienes renunciaron recientemente a la alcaldía de Logroño para dedicarse en exclusiva a la actividad parlamentaria, fueron hoy elegidos presidentes de la Comisión Mixta de Relaciones con el Defensor de el Pueblo.	elegido				diputados		{'lemma': 'diputado', 'Number': 'Plur'}	NOUN	fueron				30	[]	{'global.Entity': 'eid-etype-head-other', 'newdoc id': 'CESS-CAST-AA-20001108-5282', 'sent_id': 'CESS-CAST-AA-20001108-5282-s1', 'text': 'El diputado del PP por La Rioja José Luis Bermejo Fernández, quien renunció recientemente a la alcaldía de Logroño para dedicarse en exclusiva a la actividad parlamentaria, fue hoy elegido presidente de la Comisión Mixta de Relaciones con el Defensor del Pueblo.', 'treebank': 'UD_Spanish-AnCora/es_ancora-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0012', 'extended_role': 'pl'}	fue	PL -> SG	Los diputados de el PP por La Rioja José Luis Bermejo Fernández, quienes renunciaron recientemente a la alcaldía de Logroño para dedicarse en exclusiva a la actividad parlamentaria,	Los diputados de el PP por La Rioja José Luis Bermejo Fernández, quienes renunciaron recientemente a la alcaldía de Logroño para dedicarse en exclusiva a la actividad parlamentaria, fue hoy elegido presidente de la Comisión Mixta de Relaciones con el Defensor de el Pueblo.	[]	[]	0	0	0	False	False	False	0.0202461211113164	SV-#	spa	PL	SG	SV	aux	+
El alcalde, que ha decretado tres días de luto como muestra de respeto, aprecio y reconocimiento, no supo precisar dónde será enterrado Saramago, si en Lanzarote o en Portugal, una cuestino que decidirán allegados, indicó.	precisar				alcalde		{'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'alcalde'}	NOUN	supo				19	[]	{'sent_id': 'es-train-021-s268', 'text': 'El alcalde, que ha decretado tres días de luto como muestra de respeto, aprecio y reconocimiento, no supo precisar dónde será enterrado Saramago, si en Lanzarote o en Portugal, una cuestino que decidirán allegados, indicó.', 'treebank': 'UD_Spanish-GSD/es_gsd-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'spa_0013', 'extended_role': 'sg'}	supieron	SG -> PL	El alcalde, que ha decretado tres días de luto como muestra de respeto, aprecio y reconocimiento, no	El alcalde, que ha decretado tres días de luto como muestra de respeto, aprecio y reconocimiento, no supieron precisar dónde será enterrado Saramago, si en Lanzarote o en Portugal, una cuestino que decidirán allegados, indicó.	[]	[]	0	0	0	False	False	False	0.0860960946883137	SV-#	spa	SG	PL	SV	aux	+
